Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,463151657,463426293,461268322,458932506,459954508
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8456.58174660206,9987.98864443054,11410.4415323006,12106.9240912296,13257.56545104
European Union,EUU,"Population, total",SP.POP.TOTL,446870959,446227358,447703403,449425965,450185396
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,34698.4032089427,39214.3660784805,37962.8295010744,41392.0743803078,43145.1566930223
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,994901090,1016906998,1036390026,1057033168,1081767572
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1685.09795088858,1757.35640223069,1897.94911362527,1722.02197897444,1571.8004320986
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,847743308,870930036,893906294,917304254,941413026
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,968.074022023344,1049.99987506014,1111.39185793698,1140.19606998258,1202.76979412349
High income,HIC,"Population, total",SP.POP.TOTL,1393490142,1391839631,1398530204,1408764584,1417871275
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,40219.1360185556,45211.9410454249,46655.1648590412,48708.4624685822,50443.9276011316
IBRD only,IBD,"Population, total",SP.POP.TOTL,4878606096,4905534420,4928522353,4952554878,4979720059
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,6236.68120499036,7366.1147382175,7745.39306575372,7964.73675347128,8253.92125275536
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6666779721,6732972939,6795050443,6858864199,6926456321
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,4932.64621363092,5764.25548879941,6043.77728725502,6157.39821498709,6340.63327027503
IDA blend,IDB,"Population, total",SP.POP.TOTL,626440308,639196319,651895919,664395892,676957651
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,1735.42504387769,1857.19734593257,1962.52152270807,1729.91982930792,1565.83627113068
IDA only,IDX,"Population, total",SP.POP.TOTL,1161733317,1188242200,1214632171,1241913429,1269778611
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.86645615956,1254.09572124934,1330.40253875948,1319.43444336952,1387.92937311476
IDA total,IDA,"Population, total",SP.POP.TOTL,1788173625,1827438519,1866528090,1906309321,1946736262
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,1374.49201596905,1465.04691576142,1551.17381360191,1458.94469071737,1441.90853142035
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2316461820,2320449542,2324125644,2326636900,2328890789
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,9869.54019951006,11755.4245358535,12280.1075352976,12422.7253981593,12843.3344406811
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,645497651,649234493,653104795,657617663,662185950
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,7445.29645309345,8597.53194021339,9716.03266743823,10838.827948659,11044.6796556507
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,578091505,581884231,585648822,589889543,594158638
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,6892.38171560913,7955.36133413771,9093.65274220086,10166.928671097,10344.66889924
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,630051021,633862610,637837815,642397939,647003746
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,7240.29672376392,8382.42554035091,9482.77639942335,10593.1164302324,10784.3171528207
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,1083636132,1109175268,1134585604,1160824674,1187777591
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,1088.70490856513,1161.529354921,1273.78979194705,1220.23843928653,1258.9400116614
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6314223170,6378645843,6438272260,6499219471,6563719861
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,4698.5175297673,5485.92472057214,5702.28344160279,5819.84086254913,5974.80452228263
Low income,LIC,"Population, total",SP.POP.TOTL,560643073,576076618,591481496,607774703,624608098
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,607.964753680008,643.369305022958,723.504638939919,697.171191535478,746.934788844338
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2968398856,3006243027,3043358377,3082002881,3120983658
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2058.43459982702,2302.44736874388,2424.15054696003,2443.40827649123,2517.63261211924
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Population, total",SP.POP.TOTL,756405281,767578451,782349366,797801454,813118814
"Middle East, North Africa, Afghanistan & Pakistan",MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4707.81986084887,5575.27298626728,6383.39839256713,6063.05247657864,6180.85878446824
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Population, total",SP.POP.TOTL,692532027,704458802,716508657,729077445,741690916
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2381.42542469934,2719.53126773593,2975.95566292741,2797.40730719316,2903.59793979158
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Population, total",SP.POP.TOTL,687728758,699536053,711465045,723911670,736401764
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2375.4738441756,2712.78189413176,2970.11428767476,2792.71457545742,2905.83377209255
Middle income,MIC,"Population, total",SP.POP.TOTL,5753580097,5802569225,5846790764,5891444768,5939111763
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,5096.7359040376,5966.0001578766,6205.5459977675,6347.75391928371,6524.2573581605
North America,NAC,"Population, total",SP.POP.TOTL,369670740,370404272,373018004,376954413,381464223
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,62262.642409838,69412.9137512303,75613.4507146586,79326.9076599571,82406.4788664869
Not classified,INX,"Population, total",SP.POP.TOTL,..,..,..,..,..
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..
OECD members,OED,"Population, total",SP.POP.TOTL,1369327995,1371811773,1379097485,1388472514,1396914190
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,38704.9773091343,43149.6072484462,44046.426245598,46672.5139916762,48454.6975400673
Other small states,OSS,"Population, total",SP.POP.TOTL,12417333,12541889,12699005,12842214,12969162
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,11728.9524519274,13671.456548983,14298.1028214028,15151.4664915358,15867.6733515992
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2595522,2625493,2656049,2689224,2722467
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3666.08926363725,3649.53388709298,3888.62868011839,4153.19706628517,4399.41105391407
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,1117025276,1116609473,1117926537,1121892872,1128430188
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,44887.3835189149,50022.0389228787,51102.3562661077,53961.341810452,55865.7865373976
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,998624261,1024960313,1051201551,1078224044,1105951788
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1320.70911111119,1412.70908920903,1577.71627123527,1416.33353040951,1290.20000126508
Small states,SST,"Population, total",SP.POP.TOTL,19472157,19646549,19852364,20051342,20230689
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,10699.2911713647,12369.0639776112,13598.1107991474,14222.966048012,15291.69576976
South Asia,SAS,"Population, total",SP.POP.TOTL,1621073417,1634785356,1648009565,1662580579,1677384532
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1957.20343722686,2273.72055798689,2385.08341578414,2532.37560051691,2691.64556264089
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,1621073417,1634785356,1648009565,1662580579,1677384532
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1957.20343722686,2273.72055798689,2385.08341578414,2532.37560051691,2691.64556264089
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,1169015451,1199011925,1229208573,1259902353,1291058694
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1480.47864226138,1621.10097013513,1696.43999286939,1544.75911473464,1441.32038465812
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,1049999318,1076774079,1103704408,1131090888,1158877573
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1544.4411207735,1700.42199943914,1772.65535427221,1614.13902501696,1506.22853698028
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,1169015451,1199011925,1229208573,1259902353,1291058694
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1480.47864226138,1621.10097013513,1696.43999286939,1544.75911473464,1441.32038465812
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2785181241,2796326198,2803432387,2809441887,2818128105
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,8334.90582376743,9905.05583452615,10310.8668761078,10631.3167441564,10961.8184459945
World,WLD,"Population, total",SP.POP.TOTL,7855075060,7920861888,7990399768,8064976601,8142056446
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,10963.1756422364,12418.5659245064,12819.7448379733,13259.7098707258,13663.9924550685
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,
